City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
383,grand gaube,40,MU,1573517493,94,-20.01,57.66,75.2,3.36
384,state college,5,US,1573517336,66,40.79,-77.86,51.01,6.93
385,yaransk,100,RU,1573517493,96,57.3,47.88,33.15,11.27
386,surt,98,LY,1573517493,68,31.21,16.59,57.69,23.22
387,visby,74,SE,1573517493,93,57.64,18.3,45.0,5.82
388,buala,16,SB,1573517493,71,-8.15,159.59,83.98,8.32
389,antofagasta,75,CL,1573517493,82,-23.65,-70.4,62.6,9.17
390,anloga,20,GH,1573517493,83,5.79,0.9,82.4,6.93
391,soyo,88,AO,1573517494,82,-6.13,12.37,79.07,3.94
392,manicore,96,BR,1573517494,93,-5.81,-61.3,75.87,1.88
393,sabla,100,NG,1573517494,30,12.75,4.71,82.2,4.25
394,jurm,32,AF,1573517494,17,36.86,70.83,26.74,8.43
395,baker city,1,US,1573517494,45,44.77,-117.83,53.6,13.87
396,pasni,0,PK,1573517494,21,25.26,63.48,67.39,25.86
397,shimoda,20,JP,1573517494,77,34.7,138.93,64.4,4.7
398,goderich,100,CA,1573517495,95,43.74,-81.71,25.0,11.99
399,korhogo,85,CI,1573517495,60,9.46,-5.63,77.22,4.38
400,gibara,75,CU,1573517495,94,21.11,-76.13,75.2,5.82
401,pangoa,98,PE,1573517495,99,-12.12,-73.0,69.01,2.3
402,san policarpo,100,PH,1573517495,90,12.18,125.51,77.43,13.65
403,mashhad,0,IR,1573517495,50,36.3,59.61,33.8,6.93
404,acapulco,75,MX,1573517495,83,16.86,-99.88,84.2,3.36
405,tayoltita,44,MX,1573517496,84,24.11,-105.93,64.31,1.7
406,naze,79,NG,1573517496,94,5.43,7.07,74.17,3.83
407,bambous virieux,40,MU,1573517496,94,-20.34,57.76,75.2,3.36
408,orotukan,97,RU,1573517496,96,62.26,151.67,2.43,1.07
409,petropavlovsk-kamchatskiy,0,RU,1573517496,68,53.05,158.65,28.4,8.95
410,santa cruz,6,BR,1573517496,82,-6.22,-36.02,72.1,8.3
411,ternate,75,PH,1573517496,83,14.29,120.72,82.0,2.24
412,kavieng,100,PG,1573517496,93,-2.57,150.8,78.03,16.64
413,qingquan,72,CN,1573517496,79,34.7,106.0,46.62,0.78
414,xiangxiang,33,CN,1573517497,50,27.73,112.52,65.7,0.76
415,saint anthony,1,US,1573517497,27,43.97,-111.68,44.6,5.82
416,hambantota,0,LK,1573517497,81,6.12,81.12,79.02,6.53
417,alencon,56,FR,1573517497,93,48.43,0.08,41.0,6.93
418,rio cauto,75,CU,1573517497,94,20.56,-76.92,75.2,5.82
419,komsomolskiy,55,RU,1573517497,99,67.55,63.78,-6.56,5.41
420,yingkou,84,CN,1573517497,55,40.67,122.24,51.8,17.47
421,novikovo,47,RU,1573517497,94,51.15,37.89,47.86,7.4
422,pictou,97,CA,1573517497,77,45.68,-62.71,37.0,3.74
423,sulphur springs,90,US,1573517497,80,33.14,-95.6,37.0,32.21
424,kokoda,71,PG,1573517497,75,-8.88,147.74,71.98,3.42
425,mahanoro,66,MG,1573517498,76,-19.9,48.8,77.41,10.4
426,cheyenne,1,US,1573517385,73,41.14,-104.82,23.0,6.93
427,hualmay,84,PE,1573517498,87,-11.1,-77.61,62.47,4.79
428,longkou,96,CN,1573517498,63,37.64,120.47,50.92,8.7
429,lodja,100,CD,1573517498,99,-3.52,23.6,69.3,2.26
430,gat,15,SN,1573517498,60,14.69,-16.54,75.2,16.11
431,yima,19,CN,1573517499,33,34.75,111.87,54.45,3.31
432,praia da vitoria,20,PT,1573517499,93,38.73,-27.07,57.2,7.9
433,maraa,99,BR,1573517499,95,-1.83,-65.37,75.74,4.85
434,seguela,100,CI,1573517499,71,7.96,-6.67,77.13,0.81
435,harper,90,US,1573517499,86,30.3,-99.24,35.01,20.8
436,kasongo-lunda,100,CD,1573517499,99,-6.48,16.82,66.16,1.16
437,knysna,78,ZA,1573517499,93,-34.04,23.05,62.6,2.24
438,mbanza-ngungu,97,CD,1573517499,93,-5.25,14.87,66.52,0.4
439,mehamn,10,NO,1573517500,85,71.03,27.85,19.4,14.99
440,huilong,100,CN,1573517500,73,31.15,106.5,60.31,2.01
441,nazarovo,99,RU,1573517500,72,56.01,90.42,7.93,10.69
442,aripuana,96,BR,1573517500,98,-9.17,-60.63,73.02,1.97
443,palu,88,ID,1573517500,79,-0.9,119.87,75.13,1.72
444,staryy nadym,100,RU,1573517500,94,65.61,72.68,6.69,13.35
445,nanakuli,75,US,1573517500,61,21.39,-158.15,82.4,3.36
446,bandarbeyla,21,SO,1573517500,71,9.49,50.81,79.14,13.85
447,taoudenni,0,ML,1573517500,21,22.68,-3.98,65.97,10.27
448,tona,40,CO,1573517500,100,7.2,-72.97,68.0,4.7
449,leeton,78,AU,1573517501,43,-34.55,146.4,77.0,21.92
450,ouadda,83,CF,1573517501,39,8.07,22.4,69.37,1.72
451,nemuro,75,JP,1573517501,93,43.32,145.57,48.2,6.93
452,greeley,1,US,1573517501,66,41.55,-98.53,17.6,5.82
453,xichang,96,CN,1573517501,98,27.88,102.25,47.97,3.22
454,rylsk,71,RU,1573517501,95,51.57,34.68,45.23,6.8
455,katobu,10,ID,1573517501,59,-4.94,122.53,86.47,5.44
456,tarata,75,PE,1573517501,82,-17.47,-70.03,64.4,8.05
457,axim,100,GH,1573517502,95,4.87,-2.24,76.48,3.11
458,kampot,20,KH,1573517502,88,10.62,104.18,75.2,4.7
459,micheweni,41,TZ,1573517502,77,-4.97,39.83,80.13,13.29
460,danilov,90,RU,1573517502,93,58.19,40.17,41.0,8.95
461,fukue,20,JP,1573517502,63,35.03,136.69,64.4,23.04
462,hami,100,CN,1573517502,34,42.84,93.51,34.93,9.44
463,port hedland,0,AU,1573517502,51,-20.31,118.58,84.2,9.17
464,middelburg,100,NL,1573517400,93,51.5,3.61,46.0,21.92
465,deming,1,US,1573517502,44,32.27,-107.76,64.4,16.11
466,bull savanna,92,JM,1573517502,94,17.89,-77.59,72.18,0.36
467,gao,0,ML,1573517502,7,16.28,-0.04,76.33,13.11
468,westport,1,US,1573517503,87,41.14,-73.36,57.0,5.82
469,tura,100,RU,1573517503,93,64.27,100.22,-21.41,3.58
470,sarakhs,0,TM,1573517503,64,36.54,61.16,35.6,2.24
471,xuchang,73,CN,1573517503,71,34.03,113.82,50.0,2.71
472,dhuwaran,0,IN,1573517503,74,22.23,72.8,78.8,2.24
473,moshny,22,UA,1573517503,89,49.52,31.74,43.54,4.18
474,lamesa,90,US,1573517503,58,32.74,-101.95,32.0,21.92
475,ahuimanu,40,US,1573517503,65,21.44,-157.84,82.4,9.17
476,marzuq,0,YE,1573517503,82,14.4,46.47,63.09,0.94
477,saint-augustin,90,CA,1573517503,85,45.63,-73.98,21.99,10.29
478,brae,100,GB,1573517503,92,60.4,-1.35,41.0,24.16
479,henties bay,0,NA,1573517503,93,-22.12,14.28,57.0,1.01
480,aranos,0,NA,1573517504,20,-24.14,19.11,69.94,9.8
481,mayskiy,35,RU,1573517504,45,43.63,44.06,46.4,6.71
482,aberdeen,1,US,1573517504,67,46.98,-123.82,60.01,3.36
483,iqaluit,75,CA,1573517321,78,63.75,-68.52,15.8,16.11
484,eskil,20,TR,1573517504,39,38.4,33.41,55.99,6.22
485,zabaykalsk,100,CN,1573517504,43,49.64,117.33,13.37,4.38
486,kroonstad,100,ZA,1573517504,83,-27.65,27.24,63.0,1.01
487,tatishchevo,100,RU,1573517504,98,51.67,45.59,30.99,4.0
488,mbini,100,GQ,1573517505,81,1.58,9.62,79.9,7.85
489,tubuala,75,PA,1573517505,94,9.52,-79.03,75.2,3.36
490,terra santa,100,BR,1573517505,60,-2.1,-56.49,82.99,3.11
491,san quintin,67,PH,1573517505,81,17.54,120.52,74.82,4.63
492,abeche,2,TD,1573517505,12,13.83,20.83,73.15,12.41
493,ormara,7,PK,1573517505,42,25.21,64.64,76.93,17.43
494,billings,1,US,1573517326,62,45.79,-108.5,25.0,25.28
495,satipo,94,PE,1573517505,86,-11.26,-74.64,61.02,2.51
496,mocuba,0,MZ,1573517505,96,-16.84,36.99,70.74,2.59
497,itaituba,49,BR,1573517505,88,-4.26,-55.99,76.95,3.47
498,chumikan,100,RU,1573517505,76,54.72,135.31,17.83,15.41
499,maun,69,BW,1573517505,56,-19.99,23.42,75.36,3.58
500,sitka,50,US,1573517505,51,37.17,-99.65,19.99,10.0
501,shahrud,0,IR,1573517505,17,36.42,54.97,40.17,1.5
502,yinchuan,67,CN,1573517505,34,38.48,106.21,37.0,3.0
503,tezu,78,IN,1573517505,97,27.93,96.16,64.0,1.59
504,shubarkuduk,10,KZ,1573517505,83,49.15,56.49,32.9,12.37
505,chapada dos guimaraes,75,BR,1573517505,74,-15.46,-55.75,78.8,6.93
506,nampula,41,MZ,1573517506,91,-15.12,39.26,72.05,1.12
507,ostrovnoy,87,RU,1573517506,88,68.05,39.51,17.96,8.08
508,sisimiut,96,GL,1573517506,59,66.94,-53.67,27.01,7.52
509,saint george,75,GR,1573517506,87,39.45,22.34,59.0,1.19
510,ridgecrest,1,US,1573517506,9,35.62,-117.67,79.0,9.17
511,taft,100,PH,1573517506,90,11.9,125.42,77.43,13.65
512,gizo,0,IL,1573517506,16,31.8,34.94,73.99,5.82
513,serik,0,TR,1573517506,44,36.92,31.1,60.8,8.05
514,atambua,0,ID,1573517506,63,-9.11,124.89,82.6,3.62
515,meulaboh,99,ID,1573517506,80,4.14,96.13,79.41,5.64
516,vao,90,EE,1573517506,90,59.1,26.19,34.32,3.47
517,soe,90,EE,1573517506,80,57.91,26.05,39.2,4.7
518,menongue,100,AO,1573517506,93,-14.66,17.68,64.35,2.8
519,fortuna,1,US,1573517506,93,40.6,-124.16,64.99,8.05
520,tadine,44,NC,1573517506,56,-21.55,167.88,75.92,11.12
521,jiazi,90,CN,1573517506,94,19.61,110.49,75.2,11.18
522,sao filipe,85,CV,1573517507,74,14.9,-24.5,75.6,14.79
523,adjuntas,75,PR,1573517507,100,18.16,-66.72,82.0,6.42
524,lahij,2,YE,1573517507,68,13.06,44.88,78.15,12.77
525,maple creek,0,CA,1573517507,69,49.91,-109.46,14.27,15.97
526,gazanjyk,0,TM,1573517507,24,39.24,55.52,43.7,6.89
527,vestmannaeyjar,76,IS,1573517507,69,63.44,-20.27,43.57,18.57
528,rafai,100,CF,1573517507,86,4.95,23.92,71.17,1.21
529,faya,0,SA,1573517507,44,18.39,42.45,59.0,9.17
530,isla vista,1,US,1573517507,72,34.41,-119.86,73.0,6.93
531,kloulklubed,75,PW,1573517507,83,7.04,134.26,82.4,9.17
532,gilbues,7,BR,1573517507,38,-9.83,-45.34,81.86,3.78
533,kerema,99,PG,1573517507,64,-7.96,145.78,83.98,4.81
534,thinadhoo,2,MV,1573517507,79,0.53,72.93,81.95,12.86
535,jackson,1,US,1573517507,27,43.48,-110.76,39.2,5.82
536,padang,100,ID,1573517508,88,-0.92,100.36,69.48,1.79
537,quchan,0,IR,1573517508,17,37.11,58.51,30.34,5.28
538,punta cardon,84,VE,1573517508,78,11.61,-70.22,81.82,23.13
539,waingapu,6,ID,1573517508,79,-9.65,120.26,82.49,7.45
540,danjiangkou,83,CN,1573517508,51,32.54,111.51,60.39,2.33
541,narasannapeta,10,IN,1573517508,86,18.42,84.04,70.47,4.14
542,pangkalanbuun,89,ID,1573517508,88,-2.68,111.62,78.89,1.52
543,siocon,100,PH,1573517509,79,11.03,124.04,80.53,10.67
544,jalingo,39,NG,1573517509,45,10.3,10.93,77.43,2.08
545,chapais,90,CA,1573517509,84,49.78,-74.86,5.0,2.24
546,kolpashevo,100,RU,1573517509,75,58.31,82.9,12.36,12.1
547,elko,1,US,1573517509,22,40.83,-115.76,53.6,6.93
548,mamlyutka,100,KZ,1573517509,86,54.94,68.54,28.29,15.7
549,nueve de julio,73,AR,1573517492,39,-31.67,-68.39,83.79,11.79
550,touros,20,BR,1573517509,83,-5.2,-35.46,77.0,6.93
551,davila,75,PH,1573517509,94,18.47,120.58,73.4,2.24
552,port hardy,90,CA,1573517509,93,50.7,-127.42,48.2,14.99
553,karratha,0,AU,1573517509,55,-20.74,116.85,80.13,13.49
554,wagar,99,US,1573517509,90,31.44,-87.99,69.01,3.49
